"entrp_nm","load_addr","city_do_cd","city_gn_gu_cd","xpos_lo","ypos_la","area_nm","homepage_url","tel_no","reprsnt_menu_nm","menu_pc","base_ymd","id","naver_place_url","business_hours","naver_place_menu","naver_thumb_url"
몽소,서울 은평구 증산로 403-1 복지빌딩,"11","11380",126.913655,37.592368,서울,"","02-6012-2323",할라피뇨바게트,"3500원","2019-12-09",4083,https://m.place.naver.com/restaurant/37564978,매일 08:00 - 21:00 일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170228_176%2F1488265463798DhSyz_JPEG%2F186178563443.jpg
슈가트리,서울 은평구 증산로21가길 5,"11","11380",126.913177,37.596472,서울,"","070-4952-7766","","","2019-12-09",4084,https://m.place.naver.com/place/35407961,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190201_34%2F1548998594933yOHSK_JPEG%2FUG-WwBUFi_UO4QExv93w9jd1.jpg
식빵전문점 오늘,서울 은평구 증산로21길 7 거성리젠시 B-103호,"11","11380",126.914059,37.595777,서울,"","070-7340-8420",식빵,"2500원","2019-12-09",4085,https://m.place.naver.com/place/453114280,매일 08:00 - 20:00|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170403_13%2F1491188068256y7C5i_JPEG%2F186281508230605_0.jpeg
폴스브래드,서울 은평구 증산로5길 7,"11","11380",126.907128,37.58263,서울,"","02-304-8605",크림단팥빵,"2000원","2019-12-09",4086,"","",,
빵굽는사랑방,서울 은평구 증산서길 66,"11","11380",126.905715,37.582491,서울,"","02-374-2175","","","2019-12-09",4087,https://m.place.naver.com/restaurant/1067023644,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190121_18%2F1548070166944JJo2O_JPEG%2F8zSZDO_O-ITnNoxjgOrGPieT.jpg
카페블롱쉬,서울 은평구 진관3로 15-45 1011동 106호,"11","11380",126.917993,37.643153,서울,"","02-387-3292","","","2019-12-09",4088,https://m.place.naver.com/place/1422734560,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191011_153%2F1570761902774KOJJ0_JPEG%2FP-c7frO0_Iek3ebqWob-Mzfk.jpeg.jpg
산토리니의하루,서울 은평구 진관3로 70,"11","11380",126.922631,37.642115,서울,"","",코코넛식빵,"5500원","2019-12-09",4089,https://m.place.naver.com/place/38623338,매일 12:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_193%2F1548871172947OBvuI_JPEG%2FysGWXurjoWyiBxzxtzRgxRHJ.jpg
도돌이표,서울 은평구 진관3로 70 823동앞 상가106호,"11","11380",126.922631,37.642115,서울,http://instagram.com/dodori_pyo,"02-359-8353",맘모스빵,"3300원","2019-12-09",4090,https://m.place.naver.com/place/1297756382,매일 07:00 - 21:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180920_123%2F1537454852340eBT4v_PNG%2FY1PmpFx_o0jchsPatPqYcu5h.png
고구맘 카페,서울 은평구 진관4로 107 615동 상가106호,"11","11380",126.930268,37.649176,서울,"","010-8236-5720",고구맘파이,"1400원","2019-12-09",4091,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190819_192%2F1566200164330wYEJR_JPEG%2FAeDvvODBabE3z6836VPReXRC.jpeg.jpg
브레드제플린,서울 은평구 진관4로 78-8,"11","11380",126.928944,37.645929,서울,"","02-353-0447",올리브치아바타,"2500원","2019-12-09",4092,https://m.place.naver.com/restaurant/1852825002,매일 10:00 - 20:00|화요일 휴무|토요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180418_189%2F1524012076974nCaYz_JPEG%2FJj9ZXLnA8ySqOmWgHZWygmeU.jpg
보드레,서울 은평구 진관길 1,"11","11380",126.938943,37.642407,서울,"","02-356-3567",수플레 펜케익,"18000원","2019-12-09",4093,https://m.place.naver.com/place/38015026,매일 10:00 - 23:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171020_2%2F1508464414325x5MCQ_JPEG%2FtWPvtEWIRy37MxgzwC9nZb5_.jpg
북한산제빵소,서울 은평구 진관동 126-11,"11","11380",126.940106,37.639516,서울,http://www.instagram.com/bukhansanatelier/,"02-352-3548",앙버터,"5500원","2019-12-09",4094,https://m.place.naver.com/place/1220747070,매일 11:00 - 19:00|금요일 휴무 2/12 설 당일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAyMjFfMTEw%2FMDAxNjEzOTExNDE1MzIy.MqyVKefwRD-5SI4kdbEBDT4r8HoxiR0purvCZfcjdeUg.7JP90Tr0Qkjm_mjJUM5UfI5Tziw_JeiTJQyKg3Xc9scg.JPEG.minminmin031%2FIMG_2676.jpg
놉스,서울 은평구 진관동 212-8 541동 1층,"11","11380",126.932103,37.635776,서울,"","070-8809-9022",놉스천연효모빵,"2000원","2019-12-09",4095,https://m.place.naver.com/place/1072595408,매일 09:30 - 19:00|일요일 휴무 마지막 월요일만 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180607_9%2F15283323496149jDfM_JPEG%2FGS8Vxer4diOCudCO0HWkSxSE.jpg
Apres un Reve,서울 은평구 진관동 43-23,"11","11380",126.920677,37.643232,서울,"","02-883-0450","","","2019-12-09",4096,"","",,
팡야빵야,서울 은평구 진흥로 68,"11","11380",126.921689,37.60301,서울,"","010-4719-5987",초코식빵,"3600원","2019-12-09",4097,https://m.place.naver.com/place/1150816419,월요일 휴무|평일 10:00 - 20:00 화~일,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191009_238%2F1570616278725mElCB_JPEG%2FPZrFwd1xgpC2XfrOiAP2wl8n.jpeg.jpg
바로굼빵터,서울 은평구 진흥로13길 6 1층,"11","11380",126.925926,37.609176,서울,"","02-388-5866",우유식빵,"2000원","2019-12-09",4098,https://m.place.naver.com/place/13149415,매일 07:30 - 23:00 연중무휴.,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190930_242%2F1569850426255Mrcsa_JPEG%2FsB_MnRwqcSutGxz1MsEUskd_.jpg
자미당,서울 은평구 진흥로1길 20,"11","11380",126.918801,37.602182,서울,"","02-6013-9648",꽈배기,"1000원","2019-12-09",4099,https://m.place.naver.com/place/1662647320,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAyMjRfMjEy%2FMDAxNjE0MDkzMjk5MjA4.FMXlQ2Ky3pGTF5yJwBmKmlPb1spAe8vAOGd7_0iT_LUg.Ei5kziru0EztP7rG4D-5QQYoSPaA_8SDosW3CH8SesUg.JPEG.apfhd_831%2FCollageMaker%25A3%25DF20210223%25A3%25DF233617161.jpg
빵드밀,서울 은평구 진흥로1길 28 1층 106호,"11","11380",126.918927,37.602913,서울,"","02-356-6604",손수생크림식빵,"3300원","2019-12-09",4100,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190220_127%2F1550651540065hbVS4_JPEG%2FDwHqEm9VuhrRfIyi43k_tlNR.jpg
피포유,서울 은평구 통일로 630 상가동 1층 114호,"11","11380",126.936167,37.604268,서울,"","010-8523-6888",프렌치토스트,"8000원","2019-12-09",4101,https://m.place.naver.com/restaurant/1082898549,평일 09:00 - 20:30|주말 10:00 - 19:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190418_298%2F1555574208933zs2ih_JPEG%2FWgTshRgDXTuwgif7zckfSbsr.jpg
로드리스베이커리,서울 은평구 통일로 660 북한산 푸르지오 상가 2층,"11","11380",126.936588,37.606498,서울,"","02-386-6621","","","2019-12-09",4102,https://m.place.naver.com/restaurant/1701641091,월요일 휴무|화요일 07:30 - 22:00|수요일 07:30 - 22:00|목요일 07:30 - 22:00|금요일 07:30 - 22:00|토요일 07:30 - 22:00|일요일 07:30 - 22:00,,
코코브레드,서울 은평구 통일로 691,"11","11380",126.931926,37.607816,서울,https://blog.naver.com/bscocobread,"02-6749-0990",케익1호,"16000원","2019-12-09",4103,https://m.place.naver.com/place/35125059,매일 08:00 - 24:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150902_200%2F1441125385061hcgzV_JPEG%2FSUBMIT_1424588704820_35125059.jpg
ecole de croassant,서울 은평구 통일로 723-1,"11","11380",126.930272,37.610189,서울,"","","","","2019-12-09",4104,https://m.place.naver.com/place/1937401249,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_267%2F1547303443727P88ju_JPEG%2FEzvnXH--XNIZifT7W8JDoKMO.jpeg.jpg
행복베이커리,서울 은평구 통일로 796,"11","11380",126.926658,37.616535,서울,"","02-353-3498","","","2019-12-09",4105,https://m.place.naver.com/place/1025470140,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191123_52%2F1574517062679AOV23_JPEG%2FSIfJoJueql6NxC3gYcvKIwbm.jpg
쁠레지르,서울 은평구 통일로 810,"11","11380",126.924248,37.616351,서울,"","02-385-0707",시나몬식빵,"2500원","2019-12-09",4106,https://m.place.naver.com/place/1844240102,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200902_246%2F1599036609777pFvGE_JPEG%2FNtEb1iBG3GlQh5urpL70vVU3.jpeg.jpg
훼밀리 베이커리,서울 은평구 통일로 901,"11","11380",126.91958,37.62349,서울,"","02-386-7914",옥수수식빵,"2500원","2019-12-09",4107,https://m.place.naver.com/place/1361627192,매일 00:00 - 24:00,,
하우투오더,서울 은평구 통일로68길 17 1층 하우투오더,"11","11380",126.930335,37.61291,서울,http://instagram.com/bakery_howtoorder,"010-7211-6890",카라멜 파운드,"3000원","2019-12-09",4108,https://m.place.naver.com/restaurant/1127385043,목요일 12:00 - 18:00 케이크 픽업 가능 날짜 : 수~일 (11시~8시) 디저트 매장 판매 날짜 : 목~일 (12시~7시) 품절시 조기마감|금요일 12:00 - 18:00 케이크 픽업 가능 날짜 : 수~일 (11시~8시) 디저트 매장 판매 날짜 : 목~일 (12시~7시) 품절시 조기마감|토요일 12:00 - 18:00 케이크 픽업 가능 날짜 : 수~일 (11시~8시) 디저트 매장 판매 날짜 : 목~일 (12시~7시) 품절시 조기마감|일요일 12:00 - 18:00 케이크 픽업 가능 날짜 : 수~일 (11시~8시) 디저트 매장 판매 날짜 : 목~일 (12시~7시) 품절시 조기마감,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190913_200%2F156836223964052anp_JPEG%2FVPvYx2nGkkVc0ra7Uw46Zw_z.jpeg.jpg
꿈친베이커리,서울 은평구 통일로83길 24,"11","11380",126.917274,37.620837,서울,"","02-6953-9095",베리 듬뿍 연유크림치즈빵,"5000원","2019-12-09",4109,https://m.place.naver.com/place/1274119331,평일 07:30 - 21:30|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_161%2F1575606152380rPCzx_JPEG%2FQsQxKribtGfVeokdAYeZuUqC.jpg
동네빵네 하얀풍차,서울 은평구 통일로87길 17,"11","11380",126.917668,37.623337,서울,"","02-386-7807",단호박빵,"4500원","2019-12-09",4110,https://m.place.naver.com/restaurant/18666692,"매일 08:30 - 00:30 매월 1일, 16일 휴무|일요일 08:30 - 24:00",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_84%2F1548572109533sMmBL_JPEG%2FP-OaZ4m7hvOVHMrdUkXvCCvB.jpeg.jpg
훼밀리과자점,서울 은평구 통일로87길 8,"11","11380",126.918934,37.623502,서울,"","","","","2019-12-09",4111,https://m.place.naver.com/restaurant/1091821548,"",,
한나식빵,서울 종로구 경교장1길 15,"11","11110",126.964681,37.56848,서울,"","02-722-0380",밤식빵,"5500원","2019-12-09",4112,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180910_244%2F1536538315098jPklB_JPEG%2Fw8LVSlqK-39JBUfycV2WGu1c.jpg
스코니,서울 종로구 경교장길 35 3118호,"11","11110",126.966047,37.568727,서울,https://www.instagram.com/sconee00,"02-733-9645",크로아상,"3000원","2019-12-09",4113,https://m.place.naver.com/restaurant/227524722,"평일 10:00 - 21:00 토요 격주휴무(1,2월, 7,8월은 평일만 운영)",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170707_116%2F1499356649008962Nx_JPEG%2F186657408747871_0.jpeg
북한산제빵소,서울 종로구 경희궁2길 10 북한산제빵소 광화문점,"11","11110",126.971255,37.572782,서울,https://www.instagram.com/bukhansanatelier/,"070-8833-3546",바게트,"3000원","2019-12-09",4114,https://m.place.naver.com/place/1220747070,매일 11:00 - 19:00|금요일 휴무 2/12 설 당일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAyMjFfMTEw%2FMDAxNjEzOTExNDE1MzIy.MqyVKefwRD-5SI4kdbEBDT4r8HoxiR0purvCZfcjdeUg.7JP90Tr0Qkjm_mjJUM5UfI5Tziw_JeiTJQyKg3Xc9scg.JPEG.minminmin031%2FIMG_2676.jpg
Artisan croissant,서울 종로구 계동길 51,"11","11110",126.986615,37.5796,서울,"","02-741-3050",애플 크로와상,"4500원","2019-12-09",4115,https://m.place.naver.com/restaurant/1363067761,월요일 휴무|매일 10:00 - 19:00|화요일 휴무|수요일 10:00 - 19:00|목요일 10:00 - 19:00|금요일 10:00 - 19:00|토요일 10:00 - 19:00|일요일 10:00 - 19:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170908_280%2F1504844168221DGHyR_JPEG%2FWy4RXoNM3iO6qHofhtFpL9el.jpg
베이커리,서울 종로구 대학로 101,"11","11110",126.999214,37.578951,서울,"","","","","2019-12-09",4116,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200304_193%2F1583308061036pyUc5_JPEG%2FsUuPs-pibf46cuan-VcBoafy.jpg
카사레쵸,서울 종로구 대학로 101 본관 지하1층,"11","11110",126.999214,37.578951,서울,"","","","","2019-12-09",4117,https://m.place.naver.com/restaurant/1284543580,평일 07:00 - 19:00|토요일 07:00 - 13:00|일요일 휴무|공휴일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191109_255%2F1573292901758Ye1LP_JPEG%2F-QYHc-OS4a7RbpHcUKQS8Pe0.jpg
황금똥빵,서울 종로구 대학로 19,"11","11110",127.001637,37.572944,서울,"","070-8741-6195",카카오호두빵,"1500원","2019-12-09",4118,https://m.place.naver.com/place/1589111454,평일 07:00 - 18:00|일요일 09:00 - 16:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA5MjRfMTQg%2FMDAxNjAwOTIwNDY0MjE2.NXskJeA96oRpBV0fSlrbbi7Jw_fkKRRr6-EsC6yqHYcg.4RLZYFZFUws-MMFy-FPYBkLuxZr3S9QUR2cXluG6-NIg.JPEG.value_marketer%2FKakaoTalk_20200924_103458204.jpg
엠마,서울 종로구 대학로 4,"11","11110",127.002145,37.571416,서울,"","02-762-7148",왕모찌,"2500원","2019-12-09",4119,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190317_29%2F1552818006265js1kj_JPEG%2Fu_pon6kHc7h7R8BmOMjKn8bu.jpeg.jpg
화수분,서울 종로구 대학로 57,"11","11110",127.00151,37.576574,서울,"","",호밀 무화과,"5500원","2019-12-09",4120,https://m.place.naver.com/place/1941747535,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180928_225%2F1538119242209vAAbM_JPEG%2FbqtqB2z5lRW22YLoTZpThwch.jpg
키세키,서울 종로구 대학로11길 34-1,"11","11110",126.999881,37.58239,서울,http://www.kiseki.co.kr,"02-743-8747",오리지널 카스테라,"14000원","2019-12-09",4121,https://m.place.naver.com/restaurant/699111134,평일 08:00 - 17:00|토요일 06:00 - 17:00|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190625_56%2F1561472690014hCofp_JPEG%2FZPxmfdh5o7Va0YS4d_GBsntO.jpeg.jpg
허밍벨라베이커리,서울 종로구 대학로3길 16 1층,"11","11110",127.001314,37.574238,서울,"","010-9025-3253",크루아상,"3000원","2019-12-09",4122,https://m.place.naver.com/restaurant/1685703000,월요일 07:00 - 20:00 주말 및 공휴일 휴무|화요일 07:00 - 20:00 주말 및 공휴일 휴무|수요일 07:00 - 20:00 주말 및 공휴일 휴무|목요일 07:00 - 20:00 주말 및 공휴일 휴무|금요일 07:00 - 20:00 주말 및 공휴일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190423_44%2F1556018954392xJg5H_JPEG%2F1RSb1895StavY1nj6Ref-B1f.jpg
베이크하우스,서울 종로구 대학로8가길 111,"11","11110",127.003523,37.580979,서울,"","02-763-9877",프리미엄 밤식빵,"3300원","2019-12-09",4123,https://m.place.naver.com/place/1990678953,매일 10:00 - 23:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190514_205%2F1557823712932KWJrQ_JPEG%2F6hk3FWbeBdZDlFEpSTIBPJWV.jpg
파머스반 브레드,서울 종로구 돈화문로11가길 59 현대뜨레비앙 111호 파머스반 브레드,"11","11110",126.990073,37.575053,서울,http://www.instagram.com/farmersbarn_bread,"02-6104-0070",팡도르,"5000원","2019-12-09",4124,https://m.place.naver.com/restaurant/656491670,매일 07:00 - 20:00 일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181010_71%2F1539173675527DfXft_JPEG%2FeCixXN9MfJ2nSYDAEoZCQcI_.jpg
감꽃당,서울 종로구 돈화문로11다길 38,"11","11110",126.990079,37.5738,서울,"","02-747-3999",감꽃당 스콘,"4900원","2019-12-09",4125,https://m.place.naver.com/restaurant/1234949807,매일 10:30 - 22:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200421_82%2F1587468369854ClFCA_JPEG%2FDwiMPKsmrszexJIVyCsrifuF.jpg
솔트24,서울 종로구 동숭길 36,"11","11110",127.00424,37.579813,서울,"","02-747-9273",앙버터,"4000원","2019-12-09",4126,https://m.place.naver.com/restaurant/1979892243,매일 11:00 - 22:00 전제품 완판시 close,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200219_52%2F15820896532639rPoM_JPEG%2F4A6PhxZQJEBbpsmXMdU962yf.jpeg.jpg
상미원,서울 종로구 동호로 403-8 1층,"11","11110",127.001523,37.570456,서울,http://www.instagram.com/sangmiwon_,"02-2268-0610",콩크림 인절미빵,"3500원","2019-12-09",4127,https://m.place.naver.com/place/1371356771,평일 09:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200902_127%2F15990245168778Gpzs_JPEG%2F4DYUslIIsfS0HWvCYlW3HPJe.jpg
자미당,서울 종로구 북촌로 14,"11","11110",126.985719,37.578043,서울,"","02-6954-2361",꽈배기,"2000원","2019-12-09",4128,https://m.place.naver.com/place/1662647320,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190729_153%2F1564386362288WINgF_JPEG%2FwpH6pdQLFzoYt1Fa4RweblGC.jpeg.jpg
우드앤브릭,서울 종로구 북촌로5길 14,"11","11110",126.984126,37.579516,서울,http://woodandbrick.co.kr,"02-747-1134",크로아상,"3200원","2019-12-09",4129,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151124_157%2F1448352669509k7R9m_JPEG%2F167074574127756_0.jpg
파네트 크루아상팩토리,서울 종로구 사직로8길 24,"11","11110",126.972407,37.57381,서울,"","",뺑오치즈,"5300원","2019-12-09",4130,https://m.place.naver.com/restaurant/1438057666,매일 08:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190930_32%2F1569770411194DdkOo_JPEG%2FikxYXz-dMfeqosF1k5BDZ3U1.jpeg.jpg
파티세리 비,서울 종로구 사직로8길 34,"11","11110",126.971759,37.57321,서울,"","02-739-5532",아몬드 크림파이,"3500원","2019-12-09",4131,https://m.place.naver.com/restaurant/19873522,평일 08:00 - 22:00|주말 10:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2F20140709_238%2Fppsabal_1404915524583x2YFH_JPEG%2FSAM_2302.
광화문빵집,서울 종로구 사직로8길 4,"11","11110",126.968866,37.574464,서울,"","02-722-8302","","","2019-12-09",4132,"","",,
광화문빵집,서울 종로구 사직로8길 4 광화문,"11","11110",126.968866,37.574464,서울,"","","","","2019-12-09",4133,"","",,
plain,서울 종로구 사직로8길 4 광화문 풍림스페이스본,"11","11110",126.968866,37.574464,서울,"","070-8832-5214",토마토 올리브 포카치아,"3800원","2019-12-09",4134,"","",,
폴앤폴리나,서울 종로구 사직로8길 42 광화문시대,"11","11110",126.973121,37.573789,서울,"","02-739-5520",바게트,"4500원","2019-12-09",4135,https://m.place.naver.com/restaurant/37039254,"평일 12:00 - 19:00|토요일 11:00 - 18:00|일요일 휴무 설 연휴, 추석 연휴, 크리스마스(12/25)",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMDRfNSAg%2FMDAxNjA3MDYwNDQ5NTcy.sWE8AYM5PJtiSvoUO9w4yJOTz1rCO9OGp99phvG5z1og.ogYTcM-3qmaceJjUTjWMlWDZjjo35_bEdPrqSGJvQHYg.JPEG.phhhhhhhh%2FIMG_3646.jpg
밀도,서울 종로구 삼일대로28길 22,"11","11110",126.989164,37.573639,서울,http://www.instagram.com/meal_do,"02-3675-5050",바삭카레,"3000원","2019-12-09",4136,https://m.place.naver.com/place/1479808082,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190103_246%2F1546495005159mTbhX_JPEG%2FaksNphl_tEiwqK66gd553_kb.jpg
앞으로의빵집,서울 종로구 삼일대로32가길 29-1 앞으로의빵집,"11","11110",126.989342,37.574695,서울,"","010-3910-7498",쑥무화과 파운드,"4800원","2019-12-09",4137,https://m.place.naver.com/restaurant/1525340544,화요일 14:00 - 20:00|수요일 14:00 - 20:00|금요일 14:00 - 20:00|토요일 14:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190423_56%2F1556005815562HtFeV_JPEG%2F5TjeWqd6367nStDcVkNzc0Hv.jpeg.jpg
Bread Baker Smith,서울 종로구 삼청로 135-3 2F,"11","11110",126.981321,37.587619,서울,http://www.instagram.com/smith_in_samchungdong,"02-738-7080",치아바타,"2800원","2019-12-09",4138,https://m.place.naver.com/restaurant/1152264356,매일 10:00 - 19:00 last order 18:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_207%2F1579675311128bBuXo_JPEG%2FgG3YeahG7xBvBm9V0KDimigf.jpeg.jpg
카나나,서울 종로구 새문안로 46,"11","11110",126.970246,37.568826,서울,https://blog.naver.com/kananabakery,"02-737-7688",치아바타,"2300원","2019-12-09",4139,https://m.place.naver.com/place/36924875,매일 06:30 - 19:30 재료 소진 시 마감,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_248%2F1441109327748JQmB3_JPEG%2F166666577153553_0.jpeg
포비브라이트,서울 종로구 새문안로 76 콘코디언 빌딩 1F,"11","11110",126.973109,37.569662,서울,"","02-6744-0120",오늘의 베이글,"4000원","2019-12-09",4140,https://m.place.naver.com/restaurant/1730708111,평일 07:30 - 20:30 주문마감 PM 08:00 (동절기)|주말 10:00 - 20:00 주문마감 PM 07:00 (동절기),,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190919_225%2F1568888063988CEgxw_JPEG%2Ft2PNWn0bZLWETso8SQxJS0IJ.jpg
건강한빵,서울 종로구 성균관로1길 6-6,"11","11110",126.99794,37.583572,서울,"","02-6494-0049",내피밤 파운드,"2500원","2019-12-09",4141,https://m.place.naver.com/restaurant/37842090,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160502_57%2F1462162170818El4cb_JPEG%2F176452533950_0.jpeg
에꼴드크루아상,서울 종로구 세종대로 172,"11","11110",126.976092,37.571761,서울,"","","","","2019-12-09",4142,https://m.place.naver.com/place/1103137194,"",,
